# Logfile created on 2015-06-13 20:15:47 +0200 by logger.rb/v1.2.7
D, [2015-06-13T20:15:47.404199 #5687] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0134ms
D, [2015-06-13T20:15:47.704919 #5687] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user6@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2601ms
D, [2015-06-13T20:15:47.705402 #5687] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user6@email.com", "name"=>"User6", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x29476640 data=557c7353726a751637000018>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2511ms
D, [2015-06-13T20:15:47.705778 #5687] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"lBUJ/CX6LlK8nM8JHtZnIQ=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1807ms
D, [2015-06-13T20:15:47.706250 #5687] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x29476640 data=557c7353726a751637000018>}, :u=>{"$set"=>{"session_token"=>"lBUJ/CX6LlK8nM8JHtZnIQ=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2573ms
D, [2015-06-13T20:15:47.707376 #5687] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user7@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3262ms
D, [2015-06-13T20:15:47.708053 #5687] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user7@email.com", "name"=>"User7", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123", "_id"=><BSON::ObjectId:0x29428560 data=557c7353726a751637000019>}], :writeConcern=>{:w=>1}, :o... flags=[] limit=-1 skip=0 project=nil | runtime: 0.3002ms
D, [2015-06-13T20:15:47.708506 #5687] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x29428560 data=557c7353726a751637000019>}, :u=>{"$set"=>{"session_token"=>"123"}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2403ms
D, [2015-06-13T20:17:27.147027 #5736] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0103ms
D, [2015-06-13T20:17:27.148302 #5736] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 1.0099ms
D, [2015-06-13T20:17:27.157235 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 8.5459ms
D, [2015-06-13T20:17:27.222200 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4237ms
D, [2015-06-13T20:17:27.229617 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x17801560 data=557c73b7726a751668000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 7.0279ms
D, [2015-06-13T20:17:27.230275 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2213ms
D, [2015-06-13T20:17:27.230825 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x17801560 data=557c73b7726a751668000000>}, :u=>{"$set"=>{"session_token"=>"EIUnyIhdYl7IwwOfy2uKXg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3150ms
D, [2015-06-13T20:17:27.233364 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 1", "text"=>"Text 1", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x15683540 data=557c73b7726a751668000001>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 1.4668ms
D, [2015-06-13T20:17:27.234853 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 2", "text"=>"Text 2", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x15607120 data=557c73b7726a751668000002>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4804ms
D, [2015-06-13T20:17:27.296477 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4249ms
D, [2015-06-13T20:17:27.297380 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x35433240 data=557c73b7726a751668000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3436ms
D, [2015-06-13T20:17:27.298041 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557c73b7726a751668000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2916ms
D, [2015-06-13T20:17:27.312558 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4156ms
D, [2015-06-13T20:17:27.313361 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x36003020 data=557c73b7726a751668000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2768ms
D, [2015-06-13T20:17:27.313874 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557c73b7726a751668000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2356ms
D, [2015-06-13T20:17:27.315787 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2604ms
D, [2015-06-13T20:17:27.316262 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x36095280 data=557c73b7726a751668000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1731ms
D, [2015-06-13T20:17:27.316748 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557c73b7726a751668000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2379ms
D, [2015-06-13T20:17:27.321436 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3181ms
D, [2015-06-13T20:17:27.323394 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3059ms
D, [2015-06-13T20:17:27.325241 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2582ms
D, [2015-06-13T20:17:27.325648 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1359ms
D, [2015-06-13T20:17:27.326967 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 3", "text"=>"Text 3", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x36573580 data=557c73b7726a751668000003>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3181ms
D, [2015-06-13T20:17:27.328587 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3049ms
D, [2015-06-13T20:17:27.329125 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x36647100 data=557c73b7726a751668000003>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1988ms
D, [2015-06-13T20:17:27.330954 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2861ms
D, [2015-06-13T20:17:27.331455 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x36724940 data=557c73b7726a751668000003>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1769ms
D, [2015-06-13T20:17:27.334767 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4983ms
D, [2015-06-13T20:17:27.337165 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 1.6420ms
D, [2015-06-13T20:17:27.340958 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.6132ms
D, [2015-06-13T20:17:27.342812 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37167860 data=557c73b7726a751668000004>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 1.2569ms
D, [2015-06-13T20:17:27.344489 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.9336ms
D, [2015-06-13T20:17:27.346054 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4828ms
D, [2015-06-13T20:17:27.347304 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37279140 data=557c73b7726a751668000005>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.8433ms
D, [2015-06-13T20:17:27.348575 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5105ms
D, [2015-06-13T20:17:27.350092 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3817ms
D, [2015-06-13T20:17:27.351225 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37373340 data=557c73b7726a751668000006>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6311ms
D, [2015-06-13T20:17:27.351968 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2494ms
D, [2015-06-13T20:17:27.353049 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4909ms
D, [2015-06-13T20:17:27.354332 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2847ms
D, [2015-06-13T20:17:27.355118 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:count=>"post", :query=>{}} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.2248ms
D, [2015-06-13T20:17:27.355996 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4823ms
D, [2015-06-13T20:17:27.357896 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5383ms
D, [2015-06-13T20:17:27.359144 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2811ms
D, [2015-06-13T20:17:27.361036 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 4", "text"=>"Text 4", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37689800 data=557c73b7726a751668000007>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.6433ms
D, [2015-06-13T20:17:27.362850 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3977ms
D, [2015-06-13T20:17:27.363518 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x37765280 data=557c73b7726a751668000007>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3045ms
D, [2015-06-13T20:17:27.364502 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x37787260 data=557c73b7726a751668000007>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557c73b7726a751668000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.6320ms
D, [2015-06-13T20:17:27.365996 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 5", "text"=>"Text 5", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37814660 data=557c73b7726a751668000008>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5248ms
D, [2015-06-13T20:17:27.367292 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2568ms
D, [2015-06-13T20:17:27.367870 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x37888520 data=557c73b7726a751668000008>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2093ms
D, [2015-06-13T20:17:27.368497 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x37910500 data=557c73b7726a751668000008>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557c73b7726a751668000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.3266ms
D, [2015-06-13T20:17:27.369859 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 6", "text"=>"Text 6", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37937400 data=557c73b7726a751668000009>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2983ms
D, [2015-06-13T20:17:27.371328 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2720ms
D, [2015-06-13T20:17:27.371811 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x38019460 data=557c73b7726a751668000009>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1824ms
D, [2015-06-13T20:17:27.372381 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x38041460 data=557c73b7726a751668000009>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557c73b7726a751668000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2995ms
D, [2015-06-13T20:17:27.372943 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x38052040 data=557c73b7726a751668000009>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1862ms
D, [2015-06-13T20:17:27.374050 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 7", "text"=>"Text 7", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x38086880 data=557c73b7726a75166800000a>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3054ms
D, [2015-06-13T20:17:27.381053 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 8", "text"=>"Text 8", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37815460 data=557c73b7726a75166800000b>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3662ms
D, [2015-06-13T20:17:27.382409 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2215ms
D, [2015-06-13T20:17:27.383902 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.5522ms
D, [2015-06-13T20:17:27.385059 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 9", "text"=>"Text 9", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x37405060 data=557c73b7726a75166800000c>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5059ms
D, [2015-06-13T20:17:27.386460 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2441ms
D, [2015-06-13T20:17:27.386901 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x37017860 data=557c73b7726a75166800000c>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1600ms
D, [2015-06-13T20:17:27.387402 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:delete=>"post", :deletes=>[{:q=>{"_id"=><BSON::ObjectId:0x37009020 data=557c73b7726a75166800000c>}, :limit=>1}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2396ms
D, [2015-06-13T20:17:27.388503 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4511ms
D, [2015-06-13T20:17:27.389554 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 10", "text"=>"Text 10", "user_id"=>"557c73b7726a751668000000", "_id"=><BSON::ObjectId:0x36928620 data=557c73b7726a75166800000d>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4988ms
D, [2015-06-13T20:17:27.391200 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"EIUnyIhdYl7IwwOfy2uKXg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2978ms
D, [2015-06-13T20:17:27.391900 #5736] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x36757600 data=557c73b7726a75166800000d>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2277ms
D, [2015-06-13T20:17:27.392503 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:delete=>"post", :deletes=>[{:q=>{"_id"=><BSON::ObjectId:0x36664900 data=557c73b7726a75166800000d>}, :limit=>1}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3383ms
D, [2015-06-13T20:17:27.393109 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:count=>"post", :query=>{}} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.1771ms
D, [2015-06-13T20:17:27.393916 #5736] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.3884ms
